aX,aY,aZ,gX,gY,gZ
0.018,0.879,0.574,-274.719,15.869,-8.606
0.066,0.891,0.573,-260.803,36.072,-53.345
-0.009,0.998,0.644,-255.981,25.208,-59.570
-0.090,1.148,0.698,-276.062,22.461,-62.805
-0.099,1.457,0.812,-299.072,34.241,-71.289
-0.064,1.591,0.925,-321.167,48.035,-56.091
-0.065,1.912,1.331,-296.875,41.809,-36.987
-0.078,2.039,1.619,-212.463,18.494,3.906
-0.037,2.170,2.128,-165.100,10.315,15.198
0.040,2.132,2.235,-55.481,12.085,10.010
0.209,1.874,2.092,-4.089,13.000,2.197
0.199,1.715,1.954,60.852,-4.395,-12.268
0.007,1.485,1.695,78.552,-16.907,-16.907
-0.101,1.397,1.589,111.877,-28.503,-17.517
-0.214,1.276,1.372,127.563,-26.489,-15.991
-0.210,1.252,1.286,140.686,-22.461,-13.916
-0.147,1.244,1.239,160.217,-16.541,-7.812
-0.116,1.257,1.240,167.297,-15.320,-5.066
-0.078,1.267,1.237,186.768,-17.334,1.038
0.017,1.297,1.187,197.632,-20.569,6.165
0.055,1.266,1.156,226.868,-34.180,16.418
0.076,1.191,1.015,243.530,-42.419,18.372
0.070,1.185,0.916,270.325,-51.453,14.465
0.019,1.039,0.780,282.776,-53.589,12.878
-0.020,0.920,0.706,301.880,-65.552,26.001
-0.113,0.817,0.540,304.077,-74.219,40.588
-0.141,0.809,0.502,304.138,-68.359,53.772
-0.178,0.717,0.411,308.960,-53.711,47.180
-0.193,0.686,0.352,315.247,-26.855,32.349
-0.213,0.739,0.276,313.477,-12.634,23.132
-0.221,0.704,0.263,314.819,17.395,11.414
-0.268,0.670,0.174,317.932,24.048,18.494
-0.299,0.760,0.130,309.387,54.504,30.212
-0.125,0.978,0.210,297.180,100.647,6.897
0.010,0.881,0.265,292.297,153.381,-41.687
0.005,0.535,0.115,312.561,158.997,-115.479
-0.107,0.470,0.003,333.862,79.468,-89.478
-0.234,0.489,-0.152,402.222,-129.456,53.589
-0.425,0.001,-0.853,457.031,-196.350,127.319
-0.335,-0.718,-1.601,576.233,-297.485,286.804
0.676,-2.562,-3.724,581.116,-363.220,388.000
1.446,-3.231,-4.000,420.837,-386.230,476.746
2.566,-3.806,-4.000,269.409,-269.714,359.741
2.106,-3.678,-3.788,-172.546,63.782,-114.319
0.474,-1.876,-2.326,-349.609,185.791,-279.907
0.123,-1.112,-1.512,-424.622,255.554,-288.879
0.220,-0.634,-0.522,-410.828,233.459,-223.083
0.318,-0.579,-0.264,-366.821,162.048,-132.202
0.346,-0.512,0.066,-342.285,125.793,-112.488
0.274,-0.481,0.132,-316.101,75.073,-82.153
0.086,-0.423,0.164,-315.308,59.204,-66.101
0.021,-0.386,0.209,-310.120,30.884,-39.734
-0.050,-0.301,0.343,-298.767,16.357,-34.790
-0.101,-0.244,0.349,-274.597,-5.005,-45.715
-0.235,-0.110,0.232,-270.691,-7.507,-51.025
-0.281,-0.024,0.221,-286.438,-1.099,-42.358
-0.305,0.138,0.343,-304.382,6.165,-33.997
-0.279,0.171,0.423,-319.397,5.188,-7.202
-0.195,0.195,0.508,-310.852,-13.428,11.536
-0.189,0.230,0.529,-292.175,-59.021,32.715

-0.166,3.074,1.239,-449.341,38.940,-43.884
0.001,3.326,2.148,-305.603,125.183,-73.730
0.359,2.941,3.166,-159.058,151.001,-63.049
0.450,2.565,2.839,74.829,63.477,-4.089
0.175,1.964,1.835,115.906,-14.709,17.029
-0.056,1.732,1.600,128.784,-68.481,26.306
-0.261,1.411,1.358,138.611,-44.678,17.883
-0.222,1.332,1.241,164.001,13.428,-16.296
-0.071,1.249,1.089,171.814,32.898,-35.767
-0.027,1.254,1.037,179.199,37.476,-61.157
-0.042,1.292,0.996,184.753,20.752,-59.570
-0.062,1.266,1.012,209.167,-23.132,-26.855
-0.074,1.147,0.970,226.501,-42.236,-7.812
-0.108,1.092,0.901,252.624,-68.787,14.221
-0.155,0.989,0.835,258.118,-70.801,21.545
-0.137,0.965,0.834,260.437,-65.491,27.161
-0.113,0.910,0.814,268.799,-50.842,24.475
-0.122,0.865,0.772,275.024,-44.983,19.836
-0.135,0.834,0.709,279.236,-35.583,23.071
-0.125,0.816,0.651,281.982,-32.349,26.917
-0.112,0.826,0.622,293.091,-11.841,8.545
-0.127,0.697,0.447,302.856,0.732,-6.897
-0.144,0.643,0.342,309.692,-7.690,-0.488
-0.199,0.635,0.310,306.091,-23.071,18.738
-0.188,0.693,0.362,307.312,-14.771,33.386
-0.072,0.822,0.402,314.880,14.832,9.216
-0.022,0.876,0.413,342.102,82.886,-73.303
0.075,0.879,0.414,356.445,106.689,-109.802
0.120,0.817,0.391,389.893,60.669,-107.422
0.106,0.873,0.289,410.461,-6.287,-70.618
0.027,0.918,0.134,462.097,-120.056,6.287
-0.167,0.495,-0.483,500.488,-162.720,46.631
-0.198,-0.008,-1.058,544.800,-216.003,101.746
0.332,-1.572,-3.182,591.431,-360.718,249.329
0.929,-2.725,-4.000,538.452,-402.588,296.692
1.524,-4.000,-4.000,195.740,-270.264,203.857
1.303,-4.000,-3.996,-4.944,-99.792,76.782
0.339,-2.340,-3.000,-275.330,164.124,-157.043
0.017,-1.455,-2.060,-335.815,197.571,-200.928
-0.079,-0.560,-0.633,-374.573,169.006,-164.856
-0.028,-0.413,-0.254,-382.385,153.564,-131.226
0.089,-0.370,0.182,-331.604,145.813,-106.873
0.109,-0.372,0.262,-305.237,147.888,-108.032
-0.013,-0.317,0.283,-287.231,144.531,-108.093
-0.103,-0.281,0.276,-285.828,140.381,-101.746
-0.170,-0.251,0.285,-274.231,115.356,-58.533
-0.246,-0.250,0.386,-260.132,85.266,-27.161
-0.282,-0.246,0.419,-238.525,18.738,27.344
-0.322,-0.182,0.415,-235.901,-1.221,42.542
-0.299,-0.116,0.423,-240.234,-6.104,35.278
-0.252,-0.049,0.427,-247.375,4.272,16.479
-0.235,-0.050,0.415,-252.686,21.729,-6.653
-0.189,-0.027,0.375,-250.916,18.372,-4.761
-0.182,0.003,0.370,-259.155,-7.080,13.245
-0.198,0.247,0.387,-272.583,-11.047,19.104
-0.184,0.405,0.422,-291.565,15.625,9.033
-0.127,0.585,0.591,-288.208,29.907,0.854
-0.110,0.601,0.671,-268.005,32.104,8.179
-0.130,0.603,0.695,-252.380,19.531,17.639
-0.171,0.601,0.627,-246.094,-8.057,31.067
-0.189,0.710,0.480,-260.681,-5.127,43.457
-0.145,0.769,0.472,-293.457,-6.226,50.903
-0.040,1.029,0.583,-304.016,-4.944,43.884
0.006,1.154,0.670,-292.786,26.733,1.709
0.042,1.247,0.770,-279.480,41.321,-14.771
0.008,1.313,0.780,-274.658,30.762,-0.671
-0.047,1.699,0.985,-284.790,15.076,19.531
-0.061,1.914,1.228,-274.475,-0.061,25.146
-0.050,2.218,1.763,-240.845,4.761,11.475
-0.022,2.298,1.954,-193.115,14.893,0.183
0.114,2.310,2.143,-83.252,32.898,11.292
0.175,2.229,2.176,-30.396,30.701,23.315
0.193,2.105,2.118,70.007,6.653,11.658
0.075,1.834,1.697,111.450,-4.150,-7.690
-0.023,1.733,1.473,161.255,-7.019,-38.330
-0.149,1.644,1.226,174.011,-0.061,-46.387
-0.151,1.646,1.185,195.496,15.320,-45.044
-0.088,1.643,1.193,210.510,15.747,-38.330
-0.073,1.633,1.172,249.451,0.488,-32.654
-0.082,1.564,1.036,270.142,-4.883,-34.851
-0.085,1.450,0.926,308.533,-12.451,-32.532
-0.067,1.096,0.761,324.829,-27.405,-20.569
-0.061,0.942,0.731,332.703,-65.491,12.085
-0.088,0.759,0.661,328.918,-80.444,26.001
-0.112,0.695,0.611,329.773,-99.731,46.326
-0.170,0.615,0.458,332.581,-99.243,49.866
-0.199,0.541,0.363,341.858,-74.829,43.213
-0.167,0.456,0.213,339.783,-59.998,42.419
-0.136,0.430,0.206,325.012,-48.645,40.833
-0.099,0.470,0.190,318.237,-51.208,39.673
-0.104,0.572,0.200,310.181,-56.030,41.565
-0.116,0.741,0.249,295.044,-44.800,35.522
-0.125,1.141,0.395,292.053,-16.235,11.719
-0.131,1.194,0.517,322.510,65.796,-62.134
-0.026,1.029,0.540,357.788,84.290,-80.261
0.073,0.850,0.413,458.130,-21.484,-29.907
0.221,0.567,-0.356,494.629,-127.197,23.071
0.178,0.461,-0.978,479.614,-338.257,156.067
0.037,-0.363,-1.905,448.303,-407.165,235.657
0.248,-1.119,-2.245,381.226,-422.546,381.103
1.427,-2.610,-3.300,316.467,-363.647,398.193
2.029,-3.172,-3.784,98.083,-141.296,260.437
2.375,-3.470,-3.693,-16.418,-29.724,140.808
2.029,-3.136,-3.187,-186.707,85.937,-100.525
0.828,-1.949,-1.842,-240.295,97.839,-186.768
0.377,-1.465,-1.333,-294.983,126.221,-255.005
0.040,-0.936,-0.827,-299.744,147.156,-245.422
0.072,-0.839,-0.655,-276.306,157.593,-194.153
0.123,-0.724,-0.300,-287.842,148.193,-158.875
0.077,-0.626,-0.156,-321.655,121.521,-103.333
-0.040,-0.437,0.088,-319.031,116.333,-92.896
-0.085,-0.357,0.156,-288.818,123.901,-95.215
-0.132,-0.228,0.206,-276.123,124.695,-96.436
-0.166,-0.147,0.222,-279.358,108.521,-87.280
-0.245,0.143,0.366,-293.518,101.196,-82.764
-0.251,0.263,0.486,-310.120,99.609,-72.571
-0.180,0.268,0.701,-305.359,92.712,-51.514
-0.144,0.222,0.760,-282.715,47.852,10.315
-0.077,0.349,0.785,-276.001,29.846,23.743

-0.280,2.499,1.211,-327.515,-2.014,-103.577
-0.221,2.780,1.833,-246.460,53.284,-72.327
-0.363,3.517,3.098,-130.188,107.117,-31.616
0.042,3.570,2.087,186.768,87.891,70.923
0.528,1.007,1.439,291.077,-77.576,69.885
0.225,0.604,1.489,126.953,-136.108,35.461
-0.234,1.445,1.259,84.167,-94.727,14.771
-0.378,1.465,1.305,152.649,-2.930,-59.998
-0.396,1.305,1.127,180.786,37.842,-76.355
-0.319,1.288,1.052,197.510,43.457,-45.959
-0.193,1.301,1.076,197.815,15.747,-17.395
-0.161,1.302,1.100,217.285,-34.119,24.780
-0.113,1.264,1.018,235.596,-41.748,31.250
-0.094,1.251,0.927,266.052,-31.616,16.846
-0.029,1.199,0.822,276.855,-18.921,3.113
0.008,1.103,0.816,295.776,-2.686,-14.648
0.028,0.859,0.728,303.650,-11.353,-9.949
0.028,0.774,0.673,313.171,-53.772,23.193
0.002,0.732,0.586,317.078,-69.946,35.278
-0.010,0.773,0.528,324.707,-62.805,21.118
-0.083,0.824,0.342,327.393,-44.922,2.625
-0.111,0.788,0.261,326.477,-28.992,4.089
-0.084,0.624,0.294,325.928,-44.922,29.785
-0.082,0.673,0.295,317.383,-89.111,76.111
-0.095,1.149,0.275,312.622,-89.355,77.942
-0.103,1.324,0.345,341.858,-36.499,40.283
-0.092,0.967,0.534,381.287,-14.832,27.954
-0.045,0.663,0.431,461.792,-53.711,86.731
0.020,0.603,-0.311,489.746,-104.187,135.986
0.071,0.471,-0.796,545.837,-174.683,197.327
0.318,-0.495,-2.077,560.120,-190.613,215.942
0.550,-1.259,-2.862,506.165,-221.558,245.605
1.251,-2.808,-4.000,421.387,-207.458,241.699
1.535,-3.343,-4.000,303.528,-151.855,202.576
1.334,-3.354,-3.880,30.762,20.020,29.175
0.852,-2.785,-3.360,-106.079,72.876,-56.396
0.048,-1.359,-1.719,-304.626,94.116,-136.536
-0.045,-0.954,-1.135,-340.698,100.769,-132.690
-0.003,-0.777,-0.777,-337.341,122.986,-92.407
0.192,-0.699,-0.397,-310.791,126.465,-82.397
0.255,-0.667,-0.262,-307.434,113.342,-69.092
0.225,-0.512,0.010,-325.989,97.290,-58.411
0.190,-0.443,0.142,-331.787,63.538,-55.176
0.080,-0.373,0.282,-318.970,49.316,-62.317
-0.004,-0.351,0.283,-287.170,26.306,-67.993
-0.154,-0.312,0.232,-275.513,18.494,-61.157
-0.202,-0.271,0.220,-277.466,5.859,-36.621
-0.248,-0.137,0.278,-288.757,3.113,-28.687
-0.260,-0.085,0.325,-297.119,-3.052,-27.466
-0.246,0.010,0.445,-294.983,-10.315,-24.719
-0.234,0.086,0.511,-295.349,-19.653,-17.761
-0.260,0.172,0.611,-292.725,-15.869,-18.921
-0.268,0.181,0.616,-274.292,5.432,-16.174
-0.193,0.138,0.545,-260.864,10.681,-9.705
-0.140,0.122,0.505,-239.563,-14.282,4.517
-0.122,0.164,0.418,-234.619,-35.095,7.263
-0.165,0.238,0.335,-241.150,-35.156,-8.179
-0.186,0.390,0.071,-247.925,-8.179,-27.527
-0.145,0.404,-0.038,-277.954,31.067,-42.969
-0.122,0.507,-0.125,-305.115,21.118,-28.625
-0.165,0.681,-0.157,-365.234,-3.601,-5.493
-0.168,1.363,-0.214,-405.823,5.554,-27.039
-0.110,1.766,-0.152,-487.732,70.251,-107.788
-0.011,2.485,0.400,-498.962,104.797,-128.845
0.039,2.826,0.953,-490.906,124.512,-121.338
0.046,3.394,2.399,-401.428,93.689,-42.236
-0.031,3.429,2.890,-301.331,51.331,7.935
-0.085,3.277,3.125,-34.302,1.465,72.571
0.096,2.724,2.022,65.247,20.447,79.407
0.294,2.001,1.249,165.710,-9.949,44.739
0.179,1.117,1.011,139.465,-16.602,7.141
0.041,1.276,1.010,71.167,7.568,-64.636
-0.156,1.569,1.154,68.115,13.306,-84.045
-0.202,1.700,1.187,116.150,2.258,-73.547
-0.094,2.001,1.263,150.024,-1.526,-59.143
0.044,2.153,1.328,204.956,12.268,-41.504
0.279,2.163,1.327,237.976,15.259,-42.236
0.289,2.003,1.184,277.588,3.296,-42.969
0.149,1.616,0.778,345.520,-53.528,-30.396
0.052,1.459,0.587,364.502,-76.111,-22.522
-0.033,1.311,0.422,380.188,-87.036,-14.465
-0.181,1.059,0.196,376.465,-84.595,-7.141
-0.216,1.020,0.158,349.731,-68.298,12.451
-0.210,0.992,0.199,340.942,-55.542,15.503
-0.185,0.949,0.216,358.337,-39.612,12.146
-0.133,0.900,0.190,375.061,-36.011,8.240
-0.116,0.916,0.123,391.174,-0.916,-22.949
-0.026,0.634,0.008,396.118,17.334,-34.790
0.050,0.461,0.009,394.043,-19.226,-5.249
0.122,0.335,-0.013,388.000,-67.322,22.095
0.109,0.404,-0.072,378.296,-145.142,70.496
0.045,0.440,-0.169,384.705,-156.738,85.449
0.062,0.358,-0.212,418.579,-152.710,105.103
0.118,0.265,-0.348,435.181,-154.541,107.422
0.107,0.224,-0.463,451.965,-155.334,101.135
-0.008,-0.053,-0.706,460.815,-159.790,109.497
-0.064,-0.274,-0.815,483.704,-161.987,150.818
0.087,-0.591,-1.366,484.375,-130.737,163.879
0.264,-0.852,-1.898,459.473,-33.325,129.883
0.695,-1.777,-3.164,415.527,-5.676,98.816
0.859,-2.209,-3.686,228.516,-15.198,33.508
0.750,-2.555,-4.000,102.234,-19.714,0.183
0.507,-2.409,-3.750,-137.451,26.306,-50.842
0.098,-1.784,-2.656,-221.680,58.777,-63.477
0.029,-1.500,-2.121,-323.120,95.154,-58.655
0.046,-1.085,-1.406,-344.177,98.450,-49.072
0.090,-0.979,-1.139,-367.981,91.003,-46.143
0.129,-0.762,-0.747,-396.851,93.933,-42.786
0.127,-0.660,-0.593,-423.096,99.548,-39.978
0.084,-0.504,-0.309,-438.782,92.773,-43.335
0.017,-0.414,-0.181,-438.110,77.087,-44.495
-0.136,-0.233,0.039,-429.321,50.293,-44.922
-0.158,-0.160,0.115,-420.959,54.749,-44.922
-0.109,-0.022,0.225,-396.301,71.777,-40.710
-0.067,0.044,0.299,-378.296,65.430,-38.513
-0.075,0.229,0.393,-350.403,27.283,-44.250
-0.137,0.327,0.384,-342.346,5.920,-50.354
-0.212,0.412,0.357,-329.651,-21.484,-36.926
-0.267,0.516,0.397,-325.012,-19.714,-17.090

-0.196,2.403,1.204,-420.288,19.104,-77.698
-0.200,2.643,1.683,-332.825,23.987,-25.085
-0.104,2.941,2.446,-237.122,30.396,1.526
0.026,2.822,2.578,-15.625,28.442,9.521
0.267,2.144,2.180,61.829,16.663,-0.427
0.261,1.851,1.855,146.179,-18.433,-21.790
0.031,1.481,1.410,157.593,-27.283,-26.428
-0.138,1.375,1.280,160.645,-11.169,-36.438
-0.311,1.204,1.125,159.302,1.099,-44.861
-0.309,1.187,1.091,150.879,16.296,-43.518
-0.189,1.275,1.087,150.024,15.076,-36.011
-0.126,1.323,1.099,165.955,-4.456,-17.395
-0.069,1.362,1.105,184.082,-18.250,-9.460
-0.085,1.331,1.083,224.304,-34.241,2.258
-0.089,1.219,0.939,239.746,-31.494,7.141
-0.041,1.170,0.871,249.695,-23.560,11.414
0.033,1.134,0.828,260.986,-7.874,8.789
0.146,1.068,0.736,267.395,-6.287,-1.404
0.138,0.995,0.683,285.767,-25.940,-15.076
0.024,0.866,0.554,294.556,-45.959,-9.094
-0.054,0.787,0.496,308.899,-74.768,20.630
-0.118,0.712,0.381,312.805,-72.571,33.997
-0.099,0.721,0.364,315.979,-36.743,23.926
-0.081,0.682,0.314,315.613,-10.071,0.977
-0.078,0.621,0.284,316.772,14.221,-25.635
-0.010,0.658,0.331,320.129,3.235,-23.560
0.046,0.826,0.408,325.439,-0.061,-38.147
0.154,1.063,0.523,334.595,25.696,-65.247
0.208,0.911,0.549,394.836,34.363,-88.806
0.273,0.560,0.477,425.110,-15.930,-57.800
0.249,0.576,0.286,442.566,-85.083,-13.489
0.017,0.613,-0.337,468.811,-190.735,53.345
-0.153,0.417,-0.763,489.990,-209.656,68.359
-0.303,0.046,-1.274,504.944,-213.379,90.515
-0.425,-0.953,-2.345,485.718,-216.309,108.398
-0.055,-2.284,-3.633,415.466,-216.125,155.212
0.341,-2.980,-4.000,364.502,-208.679,186.401
0.735,-3.392,-4.000,173.889,-116.821,189.636
0.889,-3.154,-3.855,35.889,-33.875,130.676
0.565,-2.651,-3.308,-244.324,84.167,-47.852
0.021,-1.343,-1.681,-330.749,114.685,-101.807
-0.014,-0.917,-1.081,-366.638,152.588,-96.863
0.142,-0.673,-0.450,-359.497,158.569,-77.148
0.189,-0.638,-0.306,-340.210,134.888,-61.096
0.147,-0.577,-0.084,-331.482,106.873,-57.983
0.048,-0.521,0.030,-325.439,54.626,-32.654
-0.193,-0.425,0.142,-315.918,40.955,-28.748
-0.266,-0.419,0.141,-298.157,38.269,-27.832
-0.262,-0.362,0.172,-296.387,38.818,-20.813
-0.214,-0.302,0.218,-286.316,25.452,-13.855
-0.166,-0.199,0.256,-277.039,12.939,-18.311
-0.198,-0.149,0.222,-277.100,-3.357,-16.052
-0.220,0.056,0.204,-285.828,0.610,-10.376
-0.195,0.155,0.286,-305.298,23.132,-20.569
-0.121,0.296,0.480,-311.462,34.729,-29.968
-0.087,0.304,0.551,-300.537,27.771,-18.921
-0.149,0.269,0.586,-287.109,5.249,4.150
-0.182,0.286,0.560,-269.043,-32.043,56.946
-0.130,0.333,0.545,-263.916,-35.767,69.214
-0.074,0.356,0.545,-255.493,-24.414,49.011
0.022,0.491,0.508,-251.953,-14.465,22.522
0.044,0.581,0.479,-240.723,0.000,-41.870
-0.038,0.733,0.458,-241.333,2.380,-61.951
-0.105,0.812,0.491,-265.747,5.066,-59.509
-0.227,0.981,0.606,-287.048,12.695,-37.903
-0.225,1.061,0.670,-301.514,19.043,-10.071
-0.088,1.157,0.785,-306.030,8.911,-9.583
-0.040,1.249,0.799,-309.692,3.235,-6.531
-0.108,1.433,0.810,-292.175,-0.366,-0.488
-0.139,1.575,0.872,-283.142,-3.113,3.906
-0.130,2.059,1.176,-280.151,4.883,-3.601
-0.110,2.290,1.445,-269.775,18.372,-21.973
-0.074,2.424,1.769,-187.073,53.223,-48.889
0.047,2.511,2.241,-121.887,63.904,-39.185
0.125,2.436,2.255,32.776,53.223,-15.381
0.224,1.960,1.872,100.586,39.185,-19.897
0.219,1.716,1.594,167.725,8.728,-34.546
0.102,1.508,1.225,169.189,-7.690,-31.372
0.046,1.549,1.177,164.185,-20.020,-28.748
0.067,1.771,1.266,167.847,-4.822,-36.316
0.134,1.791,1.328,203.064,25.330,-54.077
0.225,1.710,1.242,230.469,13.550,-53.711
0.203,1.713,1.110,279.236,-43.640,-35.522
0.101,1.800,0.874,297.424,-57.068,-30.396
0.087,1.773,0.767,330.261,-35.278,-34.790
0.085,1.432,0.622,347.229,-28.320,-31.982
0.086,1.191,0.600,375.427,-51.941,-3.784
0.099,0.963,0.484,378.052,-63.293,10.559
0.090,0.906,0.365,377.869,-68.726,15.381
0.053,0.827,0.250,385.498,-81.421,12.512
-0.061,0.685,0.063,386.963,-87.952,13.916
-0.115,0.572,0.003,386.230,-93.567,29.968
-0.133,0.427,-0.068,387.024,-95.276,43.579
-0.095,0.466,-0.098,387.695,-86.365,39.795
-0.056,0.584,-0.159,389.343,-72.205,16.663
-0.059,0.611,-0.164,390.747,-49.683,-24.780
-0.091,0.401,0.034,394.775,-52.307,-25.635
-0.091,0.359,0.083,397.705,-65.613,-2.014
-0.086,0.480,-0.155,402.222,-69.458,8.423
-0.117,0.494,-0.305,444.397,-101.868,36.560
-0.222,0.213,-0.626,473.389,-128.601,65.186
-0.254,-0.013,-0.951,542.419,-184.509,172.119
0.095,-0.604,-2.346,572.083,-199.219,235.291
0.530,-1.235,-3.324,505.493,-188.232,259.216
1.015,-2.911,-4.000,358.948,-155.701,177.490
0.874,-3.104,-4.000,-15.625,-0.488,-19.043
0.405,-2.297,-3.639,-137.878,63.782,-46.997
0.242,-1.877,-2.972,-274.353,88.135,-26.184
0.182,-1.159,-1.565,-319.214,86.548,-24.475
0.216,-0.939,-1.163,-360.596,98.450,-37.537
0.297,-0.785,-0.729,-368.225,104.126,-36.316
0.316,-0.733,-0.541,-367.737,91.858,-38.574
0.292,-0.595,-0.180,-364.624,81.116,-48.157
0.238,-0.531,-0.049,-352.783,57.617,-71.655
0.043,-0.423,0.086,-342.041,42.725,-78.613
-0.068,-0.372,0.114,-320.312,20.874,-70.190
-0.178,-0.290,0.176,-312.927,15.381,-57.373
-0.210,-0.240,0.209,-308.167,2.319,-32.654
-0.273,-0.080,0.250,-308.105,-0.732,-26.123

-0.060,2.540,1.112,-392.273,15.747,-54.993
-0.030,2.871,1.676,-347.717,55.969,-98.938
-0.018,3.114,2.963,-263.428,65.430,-75.317
-0.078,3.292,3.325,-4.944,78.552,7.141
0.378,2.598,1.971,122.009,40.771,28.748
0.354,1.734,1.763,201.782,-75.623,16.235
0.068,1.509,1.433,169.617,-67.383,2.014
-0.076,1.601,1.391,169.678,-22.888,-39.307
-0.207,1.605,1.235,188.354,-4.395,-52.551
-0.197,1.557,1.147,230.103,1.892,-35.583
-0.089,1.484,1.024,241.028,-12.085,-17.029
-0.044,1.518,0.968,254.944,-34.607,-0.488
-0.024,1.490,0.851,270.020,-28.992,-7.080
-0.019,1.336,0.806,309.692,-14.160,-17.029
-0.021,1.018,0.650,322.205,-24.170,-8.789
-0.030,0.887,0.591,325.745,-46.326,10.315
-0.028,0.872,0.613,313.782,-90.576,63.232
-0.012,0.987,0.599,306.580,-85.754,66.101
-0.005,0.969,0.543,327.576,-21.362,2.991
-0.024,0.648,0.304,344.727,-5.188,-19.470
-0.049,0.507,0.208,350.769,-52.551,12.390
-0.075,0.527,0.189,341.492,-85.571,45.105
-0.087,0.667,0.194,325.623,-82.031,54.626
-0.085,0.846,0.219,326.416,-42.725,25.818
-0.059,0.785,0.206,348.206,26.978,-35.400
-0.048,0.407,0.244,373.535,21.790,-42.236
-0.055,0.327,0.199,402.588,-23.743,-18.127
-0.066,0.569,-0.082,401.184,-35.828,-2.869
-0.081,0.726,-0.193,398.254,-42.908,7.874
-0.253,0.348,-0.227,422.974,-59.143,15.808
-0.344,0.043,-0.394,514.099,-126.831,100.159
-0.283,-0.303,-1.537,555.481,-156.250,162.109
-0.074,-0.644,-2.444,579.102,-191.528,248.047
0.657,-2.229,-4.000,515.503,-200.562,252.197
0.859,-3.028,-4.000,185.547,-143.005,135.193
0.712,-2.939,-3.944,0.793,-56.702,46.448
0.486,-2.382,-3.567,-219.604,92.102,-56.519
0.188,-1.448,-2.078,-272.766,120.911,-67.688
0.179,-1.141,-1.428,-308.167,127.747,-65.369
0.273,-0.778,-0.700,-351.562,117.249,-47.058
0.305,-0.680,-0.505,-361.816,112.244,-39.368
0.320,-0.592,-0.184,-346.130,86.487,-45.593
0.293,-0.548,-0.045,-336.609,68.054,-47.913
0.100,-0.454,0.108,-321.716,29.663,-50.659
-0.016,-0.441,0.116,-311.401,17.761,-54.382
-0.094,-0.440,0.116,-294.250,16.907,-44.556
-0.133,-0.410,0.160,-288.818,17.334,-33.813
-0.135,-0.369,0.187,-285.645,2.075,-20.203
-0.182,-0.201,0.227,-290.039,-8.362,-17.700
-0.210,-0.118,0.280,-303.833,-21.301,-26.550
-0.280,-0.024,0.428,-308.777,-22.705,-35.583
-0.322,0.017,0.448,-300.171,-9.033,-40.771
-0.317,0.107,0.451,-286.377,5.554,-32.349
-0.268,0.155,0.477,-259.216,39.185,-21.973
-0.180,0.250,0.572,-252.197,47.424,-27.527
-0.157,0.323,0.627,-265.991,37.964,-24.719
-0.143,0.399,0.755,-268.616,22.766,-9.583
-0.142,0.359,0.766,-239.929,-15.198,23.621
-0.135,0.230,0.650,-222.961,-32.837,36.560
-0.140,0.242,0.585,-218.079,-43.884,39.551
-0.104,0.431,0.485,-230.774,-23.315,19.775
-0.069,0.473,0.456,-250.610,29.236,-31.555
-0.083,0.501,0.431,-258.972,28.564,-37.231
-0.142,0.567,0.439,-281.616,-14.526,-2.808
-0.242,0.898,0.411,-296.143,-33.997,0.488
-0.208,1.145,0.395,-347.900,-23.987,-28.748
-0.137,1.621,0.564,-358.887,2.625,-46.875
-0.109,1.744,0.763,-335.388,47.241,-54.993
-0.097,2.000,1.254,-321.106,46.143,-38.696
-0.131,2.203,1.528,-271.423,12.695,1.221
-0.170,2.518,2.029,-221.741,6.287,11.658
-0.113,2.515,2.179,-80.750,25.513,16.541
0.108,2.251,2.144,-12.451,31.250,14.648
0.163,2.092,1.991,80.505,9.705,-0.671
0.064,1.810,1.638,110.352,-7.324,-11.475
-0.024,1.701,1.487,135.315,-18.555,-21.362
-0.088,1.629,1.369,171.509,-12.329,-39.246
-0.127,1.647,1.234,180.359,1.831,-47.974
-0.114,1.707,1.195,198.364,28.381,-59.937
-0.039,1.730,1.159,217.163,26.062,-54.993
-0.002,1.685,1.124,270.142,-14.465,-25.024
0.023,1.560,0.960,294.312,-34.302,-11.841
0.036,1.479,0.846,331.116,-36.438,-11.108
0.027,1.151,0.630,344.910,-30.701,-13.611
-0.001,0.990,0.549,343.628,-46.021,12.695
0.006,0.866,0.562,333.252,-61.523,34.058
0.015,0.927,0.576,313.904,-58.960,35.828
-0.052,0.883,0.473,318.481,-41.992,22.339
-0.063,0.802,0.426,338.501,-22.156,19.470
0.017,1.001,0.378,341.736,-9.827,8.850
0.076,1.142,0.312,340.881,21.301,-28.625
0.095,0.930,0.242,359.314,73.853,-109.131
0.111,0.803,0.251,374.145,45.776,-99.121
0.112,0.929,0.277,387.817,-79.041,-3.296
0.101,0.986,0.214,405.457,-117.187,29.358
0.079,0.930,0.041,471.558,-105.530,31.189
0.037,0.639,-0.533,499.573,-93.628,30.945
-0.011,0.497,-0.812,520.386,-124.268,62.195
-0.170,0.128,-1.302,520.447,-160.583,90.942
-0.213,-0.118,-1.616,529.358,-258.240,195.251
0.130,-0.826,-2.539,542.297,-318.542,283.752
0.703,-1.195,-3.115,552.734,-429.382,492.615
2.546,-2.186,-4.000,509.460,-440.491,518.188
3.061,-2.760,-4.000,187.195,-240.479,196.106
1.852,-2.452,-3.487,-41.321,-59.265,-51.270
0.968,-1.751,-2.864,-309.265,163.147,-273.071
