=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.26 12:43:46 =~=~=~=~=~=~=~=~=~=~=~=
0.406,-0.264,0.645,231.201,42.236,-1.343
0.387,-0.245,0.676,55.542,-60.974,115.601
0.356,-0.243,0.651,-8.179,-95.642,154.602
0.413,-0.244,0.680,-124.390,-128.540,200.806
0.583,-0.132,0.862,-212.463,-123.352,216.187
0.568,-0.027,0.931,-474.182,-65.430,229.065
0.427,0.428,1.040,-564.087,-26.245,220.215
0.334,0.494,0.947,-575.012,23.254,161.682
0.171,0.232,0.678,-649.536,20.996,137.695
0.072,0.080,0.694,-1153.015,14.038,178.040
0.133,1.163,0.265,-1542.419,33.630,234.192
0.276,1.753,-0.705,-1783.874,35.095,234.680
0.303,1.550,-1.321,-942.749,-48.706,47.607
0.134,0.857,-0.696,-417.786,-90.881,10.742
0.116,0.853,-0.585,6.836,-96.069,39.063
0.187,0.980,-1.004,211.792,-109.192,44.495
0.260,1.202,-1.242,870.422,-267.151,21.973
0.248,0.950,-0.047,1248.840,-344.788,-51.086
0.081,0.391,0.667,1068.359,-272.949,-119.812
-0.142,0.391,0.613,834.228,-205.017,-93.506
0.117,0.247,0.604,587.402,-99.304,-142.578
0.269,0.288,0.800,467.529,-48.218,-114.563
0.259,0.401,0.829,295.349,-2.808,-12.390
0.368,0.462,0.879,297.607,0.061,5.920
0.361,0.441,0.938,475.220,21.667,-9.277
0.263,0.217,0.994,576.721,38.635,-18.433
0.211,0.060,0.889,618.164,60.242,-9.277
0.245,-0.109,0.893,543.213,56.396,9.827
0.283,-0.189,0.910,394.775,47.974,38.391
0.325,-0.400,0.869,279.114,42.358,56.030
0.370,-0.386,0.889,25.513,16.907,108.398
0.402,-0.281,0.849,-65.796,-3.235,126.953
0.352,-0.233,0.794,-290.466,-43.091,142.822
0.303,-0.089,0.775,-436.218,-47.852,132.446
0.278,-0.026,0.798,-576.965,-39.856,112.488
0.510,0.229,0.974,-733.093,0.793,89.722
0.513,0.448,1.015,-720.215,19.592,98.083
0.413,0.610,0.947,-616.516,37.842,109.253
0.222,0.741,0.777,-619.080,38.147,111.938
0.173,0.745,0.663,-778.442,28.503,115.112
0.072,1.003,0.361,-892.090,24.353,105.469
0.120,1.300,0.119,-1003.479,22.888,44.373
0.519,1.530,-0.581,-864.319,9.827,-7.568
0.551,1.366,-0.578,-223.999,-57.495,-110.107
0.293,1.052,-0.483,39.124,-71.472,-135.498
0.296,1.010,-0.575,526.062,-80.750,-140.320
0.453,1.293,-0.334,838.989,-93.933,-159.912
0.386,1.190,0.046,1421.326,-72.021,-277.466
0.348,-0.107,0.866,1406.738,-29.053,-290.833
0.401,-0.106,0.877,719.421,53.162,-160.400
0.483,0.324,1.042,549.927,80.139,-113.525
0.595,0.250,1.148,505.981,136.292,-94.849
0.916,-0.079,1.580,430.908,166.870,-101.746
1.019,-0.270,1.612,266.968,247.009,-85.083
1.084,-0.626,1.351,210.266,276.367,-50.537
1.154,-0.712,1.350,118.225,315.735,39.246
0.998,-0.567,1.270,66.956,331.848,83.130
0.867,-0.422,1.098,-95.947,313.416,136.047
0.932,-0.378,0.828,-168.152,282.532,141.602
1.036,-0.434,0.753,-240.112,240.479,146.790
1.166,-0.516,0.768,-242.981,242.187,147.949
1.151,-0.491,0.809,-181.274,276.489,145.264
0.907,-0.370,0.627,-138.306,282.715,142.578
0.783,-0.326,0.424,-116.943,250.244,138.916
0.559,-0.151,-0.153,-135.071,218.201,137.146
0.488,-0.029,-0.231,-145.386,142.700,140.808
0.402,0.096,-0.124,-134.094,137.390,150.879
0.367,0.138,-0.104,-118.713,158.386,152.527
0.241,0.241,-0.272,-108.154,159.119,138.123
0.159,0.286,-0.401,-111.816,130.920,106.140

-0.940,0.357,2.415,18.433,-631.409,267.883
-0.709,0.827,2.892,-109.985,-510.803,287.598
-0.294,1.021,2.915,-160.767,-397.705,227.295
-0.229,0.835,2.515,-131.958,-163.818,115.784
-0.277,0.528,1.641,-45.654,-87.585,97.229
-0.357,0.581,1.422,33.020,-35.583,106.384
-0.375,0.687,1.266,61.218,-30.457,114.075
-0.316,0.608,1.282,41.931,-45.654,136.353
-0.137,0.793,1.643,-11.475,-49.988,146.118
-0.048,0.960,1.747,-104.553,-17.639,115.051
-0.080,0.918,1.467,-132.385,1.526,84.717
-0.100,0.803,1.274,-104.187,24.170,33.936
-0.152,0.749,1.052,-57.495,32.715,14.893
-0.228,0.783,0.974,68.176,38.391,5.554
-0.235,0.730,0.920,120.483,30.884,13.611
-0.152,0.667,0.955,162.659,35.278,28.015
-0.039,0.529,0.956,167.114,50.659,23.499
-0.046,0.466,0.925,200.195,82.092,-7.263
-0.070,0.257,0.859,204.590,96.802,-21.484
-0.043,0.214,0.863,176.880,109.558,-18.799
0.002,0.219,0.866,95.886,100.830,10.498
0.085,0.172,0.840,66.345,78.796,12.634
0.034,0.168,0.881,11.047,5.005,20.203
0.122,0.260,1.191,26.428,-21.484,17.395
0.185,0.348,1.308,44.495,-30.090,10.132
0.229,0.233,1.232,42.175,-24.841,19.470
0.227,0.089,1.064,19.897,-1.465,38.818
0.151,0.096,0.385,-68.542,13.123,39.124
0.089,0.086,0.051,-125.305,12.451,7.812
0.014,0.263,1.013,117.676,5.188,3.723
-0.057,0.200,1.422,102.478,-3.845,47.180
-0.025,0.269,0.919,-103.210,-2.258,35.767
0.011,0.351,0.823,-48.767,2.991,-6.714
0.027,0.293,0.944,14.282,0.488,-7.141
0.014,0.255,0.986,28.503,-2.258,0.488
0.008,0.201,1.014,2.563,-0.427,0.366
0.014,0.259,0.968,-27.161,2.563,0.305
0.025,0.319,0.917,-18.860,2.197,-0.732
0.026,0.302,0.927,13.733,-1.526,-0.061
0.018,0.242,0.975,35.767,-3.235,-0.061
0.016,0.214,0.999,13.672,-0.610,0.122
0.015,0.255,0.970,-19.836,2.319,0.183
0.017,0.290,0.941,-12.024,1.282,-0.183
0.014,0.264,0.963,9.766,-1.404,-0.244
0.013,0.229,0.991,3.479,-0.427,-0.183
0.018,0.251,0.970,-16.479,2.319,-0.183
0.028,0.295,0.929,-11.658,1.648,-0.061
0.026,0.289,0.937,14.465,-1.831,0.061
0.017,0.239,0.981,18.188,-2.380,0.061
0.016,0.234,0.985,-1.038,0.183,0.000
0.016,0.265,0.960,-7.935,1.038,-0.122
0.016,0.268,0.957,-1.526,0.122,-0.122
0.017,0.253,0.969,0.732,-0.183,-0.122
0.018,0.257,0.966,-4.822,0.671,-0.122
0.019,0.272,0.954,-4.761,0.610,-0.061
0.020,0.271,0.954,3.845,-0.610,0.000
0.016,0.256,0.966,6.653,-0.916,0.000
0.015,0.253,0.973,6.348,-0.854,0.000
0.014,0.253,0.973,0.000,0.061,0.061
0.016,0.257,0.962,-2.625,0.427,-0.061
0.018,0.264,0.958,-3.723,0.488,-0.183
0.021,0.265,0.959,-1.831,0.183,-0.183
0.020,0.261,0.961,0.061,-0.061,-0.122
0.016,0.263,0.961,0.122,-0.061,-0.122
0.015,0.263,0.963,2.747,-0.305,-0.061
0.014,0.255,0.969,3.723,-0.427,-0.061
0.016,0.253,0.968,-0.427,0.122,-0.122
0.019,0.262,0.958,-2.747,0.366,-0.122
0.021,0.266,0.958,-1.099,0.061,-0.122
0.019,0.261,0.964,0.183,-0.061,-0.122
0.017,0.260,0.964,-0.244,-0.061,-0.122
0.017,0.262,0.965,-0.061,0.000,-0.122
0.016,0.260,0.965,1.404,-0.122,-0.122
0.017,0.259,0.963,1.221,-0.061,-0.122
0.019,0.260,0.962,0.427,-0.122,-0.061
0.021,0.259,0.964,0.122,-0.122,-0.122
0.020,0.259,0.964,-1.587,0.122,-0.061
0.018,0.264,0.963,-1.587,0.122,-0.122
0.017,0.263,0.964,0.793,-0.122,-0.122
0.020,0.259,0.962,0.854,-0.122,-0.122
0.017,0.260,0.957,0.427,-0.183,0.000
0.011,0.259,0.970,2.502,-0.488,-0.061
0.010,0.252,0.980,1.892,-0.244,-0.122
0.014,0.254,0.968,-2.197,0.427,-0.183
0.020,0.264,0.957,-4.883,0.854,-0.183
0.024,0.266,0.954,-0.671,0.183,-0.183
0.023,0.262,0.958,1.526,-0.183,-0.122
0.022,0.262,0.961,0.732,-0.122,0.000
0.016,0.261,0.961,0.671,-0.122,0.061
